Tanggal;Jam;Jenis;Kategori;Jumlah;Keterangan
26/07/2023;11:45;Pengeluaran;Makan Malam;4671;Makan rutin
26/07/2023;15:30;Pengeluaran;Makan Siang;12069;Makan rutin
26/07/2023;15:15;Pengeluaran;Makan Siang;8881;Makan rutin
27/07/2023;13:30;Pengeluaran;Makan Pagi;13436;Makan rutin
27/07/2023;08:45;Pengeluaran;Makan Malam;6532;Makan rutin
27/07/2023;06:30;Pengeluaran;Makan Pagi;16021;Makan rutin
27/07/2023;15:15;Pengeluaran;Makan Pagi;16087;Makan rutin
27/07/2023;07:30;Pengeluaran;Makan Siang;9341;Makan rutin
28/07/2023;18:45;Pengeluaran;Makan Pagi;21081;Makan rutin
28/07/2023;14:30;Pengeluaran;Makan Pagi;6837;Makan rutin
28/07/2023;11:00;Pengeluaran;Makan Siang;16862;Makan rutin
28/07/2023;12:30;Pengeluaran;Makan Siang;15417;Makan rutin
28/07/2023;11:45;Pengeluaran;Makan Pagi;9179;Makan rutin
29/07/2023;12:30;Pengeluaran;Makan Pagi;17850;Makan rutin
29/07/2023;16:30;Pengeluaran;Makan Malam;8422;Makan rutin
29/07/2023;19:45;Pengeluaran;Makan Siang;9890;Makan rutin
29/07/2023;06:15;Pengeluaran;Makan Malam;6366;Makan rutin
30/07/2023;17:00;Pengeluaran;Makan Malam;11967;Makan rutin
30/07/2023;13:00;Pengeluaran;Makan Siang;18294;Makan rutin
30/07/2023;15:45;Pengeluaran;Makan Siang;12256;Makan rutin
30/07/2023;16:15;Pengeluaran;Makan Siang;14209;Makan rutin
30/07/2023;11:15;Pengeluaran;Makan Malam;9808;Makan rutin
31/07/2023;08:30;Pengeluaran;Makan Malam;16613;Makan rutin
31/07/2023;11:00;Pengeluaran;Makan Siang;18140;Makan rutin
31/07/2023;09:15;Pengeluaran;Makan Pagi;15229;Makan rutin
31/07/2023;14:45;Pengeluaran;Bensin;30579;Pengisian bensin mingguan
31/07/2023;15:15;Pengeluaran;Makan Pagi;9353;Makan rutin
01/08/2023;19:15;Pengeluaran;Rekreasi;185811;Jalan-jalan weekend
01/08/2023;09:45;Pengeluaran;Makan Malam;24834;Makan rutin
01/08/2023;09:00;Pengeluaran;Makan Pagi;22938;Makan rutin
01/08/2023;16:30;Pengeluaran;Bensin;63469;Pengisian bensin mingguan
02/08/2023;11:30;Pengeluaran;Makan Siang;5247;Makan rutin
02/08/2023;17:00;Pengeluaran;Makan Pagi;29515;Makan rutin
02/08/2023;20:45;Pengeluaran;Makan Siang;1000;Makan rutin
02/08/2023;16:45;Pengeluaran;Makan Pagi;9857;Makan rutin
02/08/2023;10:45;Pengeluaran;Makan Malam;32642;Makan rutin
02/08/2023;12:45;Pengeluaran;Makan Pagi;1000;Makan rutin
03/08/2023;07:45;Pengeluaran;Makan Malam;26310;Makan rutin
03/08/2023;20:00;Pengeluaran;Makan Malam;18454;Makan rutin
03/08/2023;20:30;Pengeluaran;Makan Malam;23541;Makan rutin
03/08/2023;15:15;Pengeluaran;Makan Malam;39130;Makan rutin
03/08/2023;17:45;Pengeluaran;Makan Siang;32589;Makan rutin
04/08/2023;19:45;Pengeluaran;Makan Malam;30779;Makan rutin
04/08/2023;19:00;Pengeluaran;Makan Siang;36464;Makan rutin
04/08/2023;07:45;Pengeluaran;Makan Pagi;35127;Makan rutin
04/08/2023;12:15;Pengeluaran;Makan Siang;26318;Makan rutin
04/08/2023;07:45;Pengeluaran;Makan Pagi;20211;Makan rutin
05/08/2023;13:30;Pengeluaran;Makan Pagi;15924;Makan rutin
05/08/2023;11:30;Pengeluaran;Makan Malam;14741;Makan rutin
05/08/2023;09:15;Pengeluaran;Makan Pagi;20024;Makan rutin
05/08/2023;08:00;Pengeluaran;Makan Malam;57513;Makan rutin
05/08/2023;11:30;Pengeluaran;Makan Siang;30877;Makan rutin
05/08/2023;11:30;Pengeluaran;Makan Siang;27871;Makan rutin
06/08/2023;09:30;Pengeluaran;Makan Malam;29047;Makan rutin
06/08/2023;20:45;Pengeluaran;Makan Pagi;11892;Makan rutin
06/08/2023;12:30;Pengeluaran;Makan Malam;21817;Makan rutin
06/08/2023;16:00;Pengeluaran;Makan Pagi;3892;Makan rutin
06/08/2023;12:45;Pengeluaran;Makan Siang;33715;Makan rutin
06/08/2023;18:30;Pengeluaran;Makan Pagi;22474;Makan rutin
07/08/2023;07:45;Pengeluaran;Makan Malam;19524;Makan rutin
07/08/2023;17:15;Pengeluaran;Makan Malam;39521;Makan rutin
07/08/2023;17:45;Pengeluaran;Bensin;53409;Pengisian bensin mingguan
07/08/2023;17:00;Pengeluaran;Makan Malam;26844;Makan rutin
08/08/2023;20:15;Pengeluaran;Makan Malam;20116;Makan rutin
08/08/2023;06:00;Pengeluaran;Makan Malam;32445;Makan rutin
08/08/2023;15:00;Pengeluaran;Makan Siang;25918;Makan rutin
09/08/2023;08:00;Pengeluaran;Makan Siang;28725;Makan rutin
09/08/2023;16:30;Pengeluaran;Makan Malam;14157;Makan rutin
09/08/2023;09:45;Pengeluaran;Makan Pagi;46545;Makan rutin
09/08/2023;07:00;Pengeluaran;Makan Pagi;27993;Makan rutin
10/08/2023;11:15;Pengeluaran;Makan Malam;26252;Makan rutin
10/08/2023;19:30;Pengeluaran;Makan Malam;18238;Makan rutin
10/08/2023;10:00;Pengeluaran;Makan Malam;29470;Makan rutin
10/08/2023;07:00;Pengeluaran;Makan Malam;29851;Makan rutin
10/08/2023;13:45;Pengeluaran;Makan Siang;34147;Makan rutin
11/08/2023;12:45;Pengeluaran;Makan Pagi;26229;Makan rutin
11/08/2023;09:15;Pengeluaran;Makan Pagi;26921;Makan rutin
11/08/2023;11:15;Pengeluaran;Makan Siang;16720;Makan rutin
11/08/2023;16:30;Pengeluaran;Makan Pagi;23093;Makan rutin
12/08/2023;20:15;Pengeluaran;Makan Pagi;33486;Makan rutin
12/08/2023;20:30;Pengeluaran;Makan Pagi;36910;Makan rutin
12/08/2023;12:00;Pengeluaran;Makan Pagi;27681;Makan rutin
13/08/2023;17:45;Pengeluaran;Makan Pagi;13426;Makan rutin
13/08/2023;16:15;Pengeluaran;Makan Pagi;21751;Makan rutin
13/08/2023;16:30;Pengeluaran;Makan Malam;37113;Makan rutin
13/08/2023;09:15;Pengeluaran;Rekreasi;193178;Jalan-jalan weekend
13/08/2023;09:00;Pengeluaran;Makan Pagi;26242;Makan rutin
13/08/2023;13:45;Pengeluaran;Transportasi Umum;28681;Transportasi alternatif
14/08/2023;14:45;Pengeluaran;Makan Siang;24898;Makan rutin
14/08/2023;12:15;Pengeluaran;Makan Siang;35473;Makan rutin
14/08/2023;20:30;Pengeluaran;Makan Pagi;10542;Makan rutin
14/08/2023;16:00;Pengeluaran;Makan Malam;30864;Makan rutin
14/08/2023;18:45;Pengeluaran;Makan Pagi;20017;Makan rutin
14/08/2023;16:00;Pengeluaran;Transportasi Umum;21237;Transportasi alternatif
15/08/2023;15:30;Pengeluaran;Makan Pagi;10949;Makan rutin
15/08/2023;18:00;Pengeluaran;Makan Pagi;19304;Makan rutin
15/08/2023;12:30;Pengeluaran;Makan Pagi;26302;Makan rutin
16/08/2023;10:30;Pengeluaran;Makan Pagi;28831;Makan rutin
16/08/2023;15:15;Pengeluaran;Makan Siang;13986;Makan rutin
16/08/2023;09:15;Pengeluaran;Makan Malam;42422;Makan rutin
16/08/2023;12:00;Pengeluaran;Makan Siang;18653;Makan rutin
16/08/2023;18:00;Pengeluaran;Makan Siang;11074;Makan rutin
16/08/2023;19:30;Pengeluaran;Makan Malam;13639;Makan rutin
17/08/2023;20:00;Pengeluaran;Makan Pagi;39536;Makan rutin
17/08/2023;12:15;Pengeluaran;Makan Malam;28033;Makan rutin
17/08/2023;12:45;Pengeluaran;Makan Siang;43255;Makan rutin
18/08/2023;14:15;Pengeluaran;Makan Pagi;24733;Makan rutin
18/08/2023;08:30;Pengeluaran;Makan Pagi;20199;Makan rutin
18/08/2023;19:30;Pengeluaran;Transportasi Umum;27868;Transportasi alternatif
19/08/2023;16:30;Pengeluaran;Makan Siang;13881;Makan rutin
19/08/2023;08:15;Pengeluaran;Makan Pagi;23860;Makan rutin
19/08/2023;15:00;Pengeluaran;Makan Pagi;15151;Makan rutin
19/08/2023;14:45;Pengeluaran;Makan Siang;11097;Makan rutin
19/08/2023;18:00;Pengeluaran;Makan Malam;23836;Makan rutin
20/08/2023;12:30;Pengeluaran;Makan Malam;7230;Makan rutin
20/08/2023;16:00;Pengeluaran;Makan Siang;17142;Makan rutin
20/08/2023;08:45;Pengeluaran;Rekreasi;156897;Jalan-jalan weekend
21/08/2023;10:45;Pengeluaran;Makan Pagi;23636;Makan rutin
21/08/2023;13:15;Pengeluaran;Makan Siang;28518;Makan rutin
21/08/2023;10:15;Pengeluaran;Makan Pagi;25501;Makan rutin
22/08/2023;18:15;Pengeluaran;Makan Siang;27335;Makan rutin
22/08/2023;12:15;Pengeluaran;Makan Siang;28146;Makan rutin
22/08/2023;09:45;Pengeluaran;Makan Siang;18885;Makan rutin
23/08/2023;09:45;Pengeluaran;Makan Siang;30087;Makan rutin
23/08/2023;19:00;Pengeluaran;Makan Siang;19579;Makan rutin
23/08/2023;20:45;Pengeluaran;Makan Malam;17689;Makan rutin
23/08/2023;13:30;Pengeluaran;Makan Pagi;28340;Makan rutin
23/08/2023;09:45;Pengeluaran;Makan Pagi;22216;Makan rutin
24/08/2023;07:00;Pengeluaran;Makan Siang;23260;Makan rutin
24/08/2023;17:00;Pengeluaran;Makan Malam;26787;Makan rutin
24/08/2023;08:45;Pengeluaran;Makan Siang;40575;Makan rutin
24/08/2023;11:00;Pengeluaran;Makan Malam;24479;Makan rutin
25/08/2023;07:00;Pengeluaran;Makan Siang;35926;Makan rutin
25/08/2023;14:45;Pengeluaran;Bensin;67084;Pengisian bensin mingguan
25/08/2023;11:45;Pengeluaran;Makan Siang;15994;Makan rutin
26/08/2023;19:45;Pengeluaran;Makan Siang;31443;Makan rutin
26/08/2023;20:00;Pengeluaran;Makan Siang;22397;Makan rutin
26/08/2023;14:30;Pengeluaran;Bensin;54397;Pengisian bensin mingguan
26/08/2023;09:00;Pengeluaran;Makan Pagi;20241;Makan rutin
26/08/2023;07:45;Pengeluaran;Makan Siang;29189;Makan rutin
26/08/2023;14:30;Pengeluaran;Bensin;48657;Pengisian bensin mingguan
27/08/2023;15:30;Pengeluaran;Makan Siang;18924;Makan rutin
27/08/2023;10:30;Pengeluaran;Makan Malam;13672;Makan rutin
27/08/2023;14:45;Pengeluaran;Makan Pagi;20770;Makan rutin
28/08/2023;10:30;Pengeluaran;Makan Siang;36918;Makan rutin
28/08/2023;13:00;Pengeluaran;Transportasi Umum;24151;Transportasi alternatif
28/08/2023;18:15;Pengeluaran;Makan Pagi;33571;Makan rutin
29/08/2023;15:15;Pengeluaran;Makan Siang;32492;Makan rutin
29/08/2023;12:30;Pengeluaran;Makan Siang;28310;Makan rutin
29/08/2023;18:30;Pengeluaran;Makan Siang;23729;Makan rutin
29/08/2023;10:30;Pengeluaran;Makan Malam;22280;Makan rutin
29/08/2023;17:15;Pengeluaran;Makan Siang;43070;Makan rutin
29/08/2023;07:15;Pengeluaran;Makan Siang;17894;Makan rutin
30/08/2023;20:15;Pengeluaran;Makan Pagi;16873;Makan rutin
30/08/2023;13:15;Pengeluaran;Listrik Kos;169938;Tagihan listrik kos
30/08/2023;12:45;Pengeluaran;Makan Siang;24913;Makan rutin
31/08/2023;12:00;Pengeluaran;Makan Siang;30603;Makan rutin
31/08/2023;08:00;Pengeluaran;Makan Siang;46609;Makan rutin
31/08/2023;15:30;Pengeluaran;Makan Malam;39578;Makan rutin
01/09/2023;15:15;Pengeluaran;Makan Pagi;23050;Makan rutin
01/09/2023;08:45;Pengeluaran;Makan Malam;37547;Makan rutin
01/09/2023;07:45;Pengeluaran;Bensin;75012;Pengisian bensin mingguan
01/09/2023;14:30;Pengeluaran;Makan Siang;17888;Makan rutin
02/09/2023;09:00;Pengeluaran;Makan Siang;25719;Makan rutin
02/09/2023;15:00;Pengeluaran;Makan Pagi;26036;Makan rutin
02/09/2023;14:00;Pengeluaran;Makan Pagi;20733;Makan rutin
03/09/2023;07:30;Pengeluaran;Makan Pagi;22122;Makan rutin
03/09/2023;17:00;Pengeluaran;Makan Pagi;15558;Makan rutin
03/09/2023;12:30;Pengeluaran;Makan Pagi;17778;Makan rutin
04/09/2023;08:30;Pengeluaran;Makan Malam;14721;Makan rutin
04/09/2023;10:30;Pengeluaran;Makan Pagi;30062;Makan rutin
04/09/2023;15:45;Pengeluaran;Makan Pagi;30080;Makan rutin
04/09/2023;07:15;Pengeluaran;Makan Malam;30234;Makan rutin
05/09/2023;19:15;Pengeluaran;Makan Malam;10746;Makan rutin
05/09/2023;13:15;Pengeluaran;Makan Malam;14770;Makan rutin
05/09/2023;14:45;Pengeluaran;Makan Pagi;32894;Makan rutin
05/09/2023;15:15;Pengeluaran;Makan Pagi;24544;Makan rutin
05/09/2023;12:00;Pengeluaran;Belanja Bulanan;716705;Belanja kebutuhan bulanan
05/09/2023;18:00;Pengeluaran;Makan Malam;33384;Makan rutin
06/09/2023;19:30;Pengeluaran;Bensin;78661;Pengisian bensin mingguan
06/09/2023;16:00;Pengeluaran;Makan Pagi;34142;Makan rutin
06/09/2023;07:00;Pengeluaran;Makan Pagi;14486;Makan rutin
06/09/2023;15:45;Pengeluaran;Bensin;48130;Pengisian bensin mingguan
06/09/2023;11:15;Pengeluaran;Makan Malam;28751;Makan rutin
06/09/2023;20:30;Pengeluaran;Makan Pagi;32258;Makan rutin
07/09/2023;12:15;Pengeluaran;Makan Pagi;32284;Makan rutin
07/09/2023;13:15;Pengeluaran;Makan Pagi;19820;Makan rutin
07/09/2023;13:30;Pengeluaran;Makan Malam;30755;Makan rutin
07/09/2023;19:45;Pengeluaran;Transportasi Umum;30127;Transportasi alternatif
08/09/2023;19:45;Pengeluaran;Makan Malam;23249;Makan rutin
08/09/2023;19:00;Pengeluaran;Makan Malam;18231;Makan rutin
08/09/2023;17:30;Pengeluaran;Makan Malam;18407;Makan rutin
08/09/2023;07:15;Pengeluaran;Makan Malam;38711;Makan rutin
08/09/2023;11:45;Pengeluaran;Makan Pagi;16591;Makan rutin
09/09/2023;16:30;Pengeluaran;Makan Pagi;35077;Makan rutin
09/09/2023;08:00;Pengeluaran;Bensin;55737;Pengisian bensin mingguan
09/09/2023;15:30;Pengeluaran;Makan Malam;20555;Makan rutin
09/09/2023;11:45;Pengeluaran;Makan Siang;14030;Makan rutin
10/09/2023;16:00;Pengeluaran;Makan Siang;12556;Makan rutin
10/09/2023;20:00;Pengeluaran;Makan Malam;7627;Makan rutin
10/09/2023;06:45;Pengeluaran;Transportasi Umum;25389;Transportasi alternatif
10/09/2023;07:15;Pengeluaran;Makan Siang;10017;Makan rutin
11/09/2023;13:30;Pengeluaran;Makan Malam;28621;Makan rutin
11/09/2023;15:15;Pengeluaran;Makan Malam;53055;Makan rutin
11/09/2023;11:30;Pengeluaran;Makan Malam;19073;Makan rutin
11/09/2023;11:30;Pengeluaran;Makan Pagi;26906;Makan rutin
11/09/2023;10:45;Pengeluaran;Makan Malam;4238;Makan rutin
11/09/2023;07:45;Pengeluaran;Makan Pagi;24048;Makan rutin
12/09/2023;20:30;Pengeluaran;Makan Malam;22852;Makan rutin
12/09/2023;12:30;Pengeluaran;Makan Siang;30526;Makan rutin
12/09/2023;16:30;Pengeluaran;Makan Siang;39214;Makan rutin
13/09/2023;20:15;Pengeluaran;Makan Siang;26541;Makan rutin
13/09/2023;16:00;Pengeluaran;Makan Malam;27895;Makan rutin
13/09/2023;10:45;Pengeluaran;Makan Pagi;33181;Makan rutin
13/09/2023;20:30;Pengeluaran;Makan Siang;28740;Makan rutin
14/09/2023;10:00;Pengeluaran;Makan Pagi;27315;Makan rutin
14/09/2023;18:15;Pengeluaran;Makan Pagi;27072;Makan rutin
14/09/2023;13:45;Pengeluaran;Makan Siang;27125;Makan rutin
14/09/2023;16:00;Pengeluaran;Makan Pagi;24590;Makan rutin
14/09/2023;18:30;Pengeluaran;Makan Siang;27213;Makan rutin
15/09/2023;08:15;Pengeluaran;Makan Siang;21714;Makan rutin
15/09/2023;06:15;Pengeluaran;Makan Siang;17698;Makan rutin
15/09/2023;06:30;Pengeluaran;Makan Pagi;45884;Makan rutin
15/09/2023;09:30;Pengeluaran;Makan Siang;27689;Makan rutin
15/09/2023;19:00;Pengeluaran;Transportasi Umum;19340;Transportasi alternatif
15/09/2023;09:30;Pengeluaran;Makan Siang;16108;Makan rutin
16/09/2023;19:30;Pengeluaran;Makan Siang;42395;Makan rutin
16/09/2023;13:30;Pengeluaran;Makan Malam;32153;Makan rutin
16/09/2023;14:15;Pengeluaran;Makan Siang;29216;Makan rutin
17/09/2023;08:45;Pengeluaran;Makan Malam;20623;Makan rutin
17/09/2023;15:00;Pengeluaran;Makan Pagi;29948;Makan rutin
17/09/2023;13:45;Pengeluaran;Makan Siang;19860;Makan rutin
17/09/2023;11:00;Pengeluaran;Makan Pagi;25985;Makan rutin
18/09/2023;14:30;Pengeluaran;Makan Siang;16622;Makan rutin
18/09/2023;07:45;Pengeluaran;Makan Siang;17567;Makan rutin
18/09/2023;16:00;Pengeluaran;Makan Siang;21865;Makan rutin
19/09/2023;15:30;Pengeluaran;Makan Siang;25802;Makan rutin
19/09/2023;07:00;Pengeluaran;Makan Malam;23464;Makan rutin
19/09/2023;07:30;Pengeluaran;Makan Siang;11767;Makan rutin
19/09/2023;09:15;Pengeluaran;Makan Siang;34603;Makan rutin
19/09/2023;15:45;Pengeluaran;Makan Malam;10817;Makan rutin
19/09/2023;15:30;Pengeluaran;Makan Pagi;17930;Makan rutin
20/09/2023;20:15;Pengeluaran;Makan Pagi;26385;Makan rutin
20/09/2023;19:45;Pengeluaran;Makan Pagi;13046;Makan rutin
20/09/2023;16:30;Pengeluaran;Makan Pagi;23680;Makan rutin
20/09/2023;09:45;Pengeluaran;Bensin;64707;Pengisian bensin mingguan
20/09/2023;07:15;Pengeluaran;Makan Pagi;30875;Makan rutin
20/09/2023;18:00;Pengeluaran;Makan Pagi;24547;Makan rutin
21/09/2023;18:15;Pengeluaran;Makan Siang;26207;Makan rutin
21/09/2023;07:45;Pengeluaran;Makan Malam;16705;Makan rutin
21/09/2023;17:15;Pengeluaran;Makan Malam;24280;Makan rutin
21/09/2023;09:15;Pengeluaran;Makan Siang;37204;Makan rutin
21/09/2023;13:00;Pengeluaran;Makan Malam;43376;Makan rutin
21/09/2023;16:30;Pengeluaran;Makan Malam;24930;Makan rutin
22/09/2023;13:45;Pengeluaran;Makan Pagi;36084;Makan rutin
22/09/2023;09:45;Pengeluaran;Makan Malam;25421;Makan rutin
22/09/2023;19:00;Pengeluaran;Makan Malam;23298;Makan rutin
22/09/2023;20:15;Pengeluaran;Makan Pagi;20638;Makan rutin
22/09/2023;09:15;Pengeluaran;Makan Siang;13412;Makan rutin
23/09/2023;07:30;Pengeluaran;Bensin;83207;Pengisian bensin mingguan
23/09/2023;16:00;Pengeluaran;Rekreasi;261535;Jalan-jalan weekend
23/09/2023;14:45;Pengeluaran;Bensin;68020;Pengisian bensin mingguan
23/09/2023;20:00;Pengeluaran;Makan Pagi;23984;Makan rutin
23/09/2023;16:15;Pengeluaran;Makan Siang;21825;Makan rutin
23/09/2023;12:00;Pengeluaran;Listrik Kos;139180;Tagihan listrik kos
24/09/2023;06:30;Pengeluaran;Makan Siang;36293;Makan rutin
24/09/2023;12:30;Pengeluaran;Makan Malam;34453;Makan rutin
24/09/2023;16:00;Pengeluaran;Makan Pagi;24394;Makan rutin
25/09/2023;12:00;Pengeluaran;Makan Malam;27005;Makan rutin
25/09/2023;07:00;Pengeluaran;Makan Pagi;22391;Makan rutin
25/09/2023;14:15;Pengeluaran;Makan Malam;10434;Makan rutin
25/09/2023;06:15;Pengeluaran;Makan Siang;25872;Makan rutin
25/09/2023;06:30;Pengeluaran;Makan Siang;17111;Makan rutin
26/09/2023;11:30;Pengeluaran;Makan Siang;31924;Makan rutin
26/09/2023;09:45;Pengeluaran;Makan Pagi;37751;Makan rutin
26/09/2023;11:30;Pengeluaran;Makan Pagi;43351;Makan rutin
26/09/2023;09:30;Pengeluaran;Makan Pagi;15258;Makan rutin
26/09/2023;18:00;Pengeluaran;Makan Pagi;18913;Makan rutin
26/09/2023;20:00;Pengeluaran;Makan Malam;31642;Makan rutin
27/09/2023;09:45;Pengeluaran;Makan Siang;36404;Makan rutin
27/09/2023;12:15;Pengeluaran;Makan Siang;34076;Makan rutin
27/09/2023;11:00;Pengeluaran;Makan Pagi;32927;Makan rutin
28/09/2023;12:15;Pengeluaran;Makan Siang;25772;Makan rutin
28/09/2023;15:30;Pengeluaran;Makan Pagi;30274;Makan rutin
28/09/2023;12:15;Pengeluaran;Makan Pagi;29325;Makan rutin
28/09/2023;12:30;Pengeluaran;Makan Pagi;30509;Makan rutin
28/09/2023;13:15;Pengeluaran;Rekreasi;227230;Jalan-jalan weekend
29/09/2023;13:00;Pengeluaran;Makan Pagi;15719;Makan rutin
29/09/2023;18:00;Pengeluaran;Makan Siang;14307;Makan rutin
29/09/2023;11:45;Pengeluaran;Makan Malam;19988;Makan rutin
29/09/2023;14:45;Pengeluaran;Makan Malam;26904;Makan rutin
30/09/2023;15:15;Pengeluaran;Makan Pagi;34114;Makan rutin
30/09/2023;12:45;Pengeluaran;Makan Siang;23257;Makan rutin
30/09/2023;12:45;Pengeluaran;Makan Pagi;24152;Makan rutin
30/09/2023;13:30;Pengeluaran;Makan Malam;18356;Makan rutin
01/10/2023;09:15;Pengeluaran;Makan Siang;24303;Makan rutin
01/10/2023;17:00;Pengeluaran;Makan Pagi;12591;Makan rutin
01/10/2023;08:45;Pengeluaran;Transportasi Umum;6038;Transportasi alternatif
01/10/2023;08:15;Pengeluaran;Makan Siang;25840;Makan rutin
01/10/2023;10:15;Pengeluaran;Makan Pagi;21750;Makan rutin
01/10/2023;11:00;Pengeluaran;Makan Pagi;15407;Makan rutin
02/10/2023;09:00;Pengeluaran;Makan Pagi;37832;Makan rutin
02/10/2023;08:00;Pengeluaran;Makan Pagi;47492;Makan rutin
02/10/2023;17:45;Pengeluaran;Makan Siang;25279;Makan rutin
02/10/2023;18:30;Pengeluaran;Makan Siang;48266;Makan rutin
02/10/2023;18:15;Pengeluaran;Makan Malam;25491;Makan rutin
03/10/2023;18:45;Pengeluaran;Transportasi Umum;45186;Transportasi alternatif
03/10/2023;20:45;Pengeluaran;Makan Siang;24325;Makan rutin
03/10/2023;16:45;Pengeluaran;Makan Malam;26111;Makan rutin
03/10/2023;08:15;Pengeluaran;Makan Siang;23009;Makan rutin
03/10/2023;07:15;Pengeluaran;Makan Pagi;17980;Makan rutin
04/10/2023;13:15;Pengeluaran;Makan Malam;41865;Makan rutin
04/10/2023;06:15;Pengeluaran;Makan Siang;28840;Makan rutin
04/10/2023;10:00;Pengeluaran;Makan Pagi;30219;Makan rutin
04/10/2023;18:00;Pengeluaran;Makan Pagi;17094;Makan rutin
04/10/2023;10:00;Pengeluaran;Makan Siang;40747;Makan rutin
04/10/2023;20:30;Pengeluaran;Makan Malam;22881;Makan rutin
05/10/2023;13:30;Pengeluaran;Makan Siang;33372;Makan rutin
05/10/2023;16:00;Pengeluaran;Makan Pagi;23745;Makan rutin
05/10/2023;06:15;Pengeluaran;Listrik Kos;249716;Tagihan listrik kos
05/10/2023;15:00;Pengeluaran;Makan Malam;27382;Makan rutin
06/10/2023;18:15;Pengeluaran;Makan Malam;22177;Makan rutin
06/10/2023;13:30;Pengeluaran;Makan Siang;11278;Makan rutin
06/10/2023;15:30;Pengeluaran;Makan Malam;31373;Makan rutin
06/10/2023;18:30;Pengeluaran;Makan Pagi;31771;Makan rutin
06/10/2023;09:15;Pengeluaran;Makan Pagi;43989;Makan rutin
06/10/2023;06:45;Pengeluaran;Makan Siang;25132;Makan rutin
07/10/2023;17:30;Pengeluaran;Makan Malam;14434;Makan rutin
07/10/2023;19:30;Pengeluaran;Makan Siang;19117;Makan rutin
07/10/2023;19:30;Pengeluaran;Makan Malam;38666;Makan rutin
07/10/2023;10:00;Pengeluaran;Makan Siang;27208;Makan rutin
07/10/2023;09:30;Pengeluaran;Makan Siang;30793;Makan rutin
08/10/2023;17:30;Pengeluaran;Makan Malam;33644;Makan rutin
08/10/2023;06:30;Pengeluaran;Makan Pagi;13145;Makan rutin
08/10/2023;08:45;Pengeluaran;Makan Pagi;30698;Makan rutin
09/10/2023;15:45;Pengeluaran;Makan Malam;33547;Makan rutin
09/10/2023;19:00;Pengeluaran;Makan Malam;22667;Makan rutin
09/10/2023;19:15;Pengeluaran;Makan Pagi;13850;Makan rutin
09/10/2023;16:00;Pengeluaran;Makan Malam;23337;Makan rutin
10/10/2023;06:15;Pengeluaran;Makan Siang;32338;Makan rutin
10/10/2023;17:00;Pengeluaran;Makan Siang;15445;Makan rutin
10/10/2023;14:45;Pengeluaran;Makan Pagi;25303;Makan rutin
11/10/2023;08:15;Pengeluaran;Makan Siang;24345;Makan rutin
11/10/2023;16:00;Pengeluaran;Makan Malam;17925;Makan rutin
11/10/2023;13:00;Pengeluaran;Makan Pagi;24280;Makan rutin
12/10/2023;08:00;Pengeluaran;Makan Pagi;19732;Makan rutin
12/10/2023;16:15;Pengeluaran;Makan Siang;24617;Makan rutin
12/10/2023;15:15;Pengeluaran;Makan Malam;41063;Makan rutin
12/10/2023;08:15;Pengeluaran;Makan Malam;41493;Makan rutin
12/10/2023;14:00;Pengeluaran;Makan Siang;16560;Makan rutin
13/10/2023;06:00;Pengeluaran;Makan Siang;32345;Makan rutin
13/10/2023;13:00;Pengeluaran;Makan Pagi;23493;Makan rutin
13/10/2023;18:45;Pengeluaran;Makan Pagi;21572;Makan rutin
13/10/2023;07:45;Pengeluaran;Makan Siang;18388;Makan rutin
13/10/2023;19:30;Pengeluaran;Makan Pagi;17633;Makan rutin
13/10/2023;09:45;Pengeluaran;Makan Siang;18196;Makan rutin
14/10/2023;14:15;Pengeluaran;Makan Siang;34420;Makan rutin
14/10/2023;19:15;Pengeluaran;Makan Pagi;17133;Makan rutin
14/10/2023;10:30;Pengeluaran;Makan Malam;6428;Makan rutin
14/10/2023;19:15;Pengeluaran;Makan Pagi;30748;Makan rutin
15/10/2023;15:15;Pengeluaran;Makan Siang;24710;Makan rutin
15/10/2023;06:30;Pengeluaran;Transportasi Umum;26378;Transportasi alternatif
15/10/2023;10:30;Pengeluaran;Belanja Bulanan;689183;Belanja kebutuhan bulanan
15/10/2023;09:30;Pengeluaran;Makan Siang;20649;Makan rutin
16/10/2023;10:30;Pengeluaran;Transportasi Umum;41241;Transportasi alternatif
16/10/2023;11:00;Pengeluaran;Makan Siang;35662;Makan rutin
16/10/2023;17:30;Pengeluaran;Bensin;75334;Pengisian bensin mingguan
16/10/2023;08:30;Pengeluaran;Makan Malam;32139;Makan rutin
17/10/2023;17:45;Pengeluaran;Makan Siang;29639;Makan rutin
17/10/2023;09:45;Pengeluaran;Makan Malam;28156;Makan rutin
17/10/2023;17:30;Pengeluaran;Makan Siang;32392;Makan rutin
17/10/2023;15:30;Pengeluaran;Makan Siang;20733;Makan rutin
18/10/2023;07:15;Pengeluaran;Makan Pagi;26917;Makan rutin
18/10/2023;06:00;Pengeluaran;Makan Malam;35892;Makan rutin
18/10/2023;14:00;Pengeluaran;Makan Pagi;35442;Makan rutin
18/10/2023;19:30;Pengeluaran;Makan Malam;13815;Makan rutin
18/10/2023;09:45;Pengeluaran;Makan Pagi;14126;Makan rutin
18/10/2023;08:15;Pengeluaran;Makan Pagi;33741;Makan rutin
19/10/2023;11:15;Pengeluaran;Makan Malam;37153;Makan rutin
